granule_url,granule_id,polygon,descriptor,polygon_full,size_mb,mem_request,dsk_request
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266619138/processed_ATL03_20190526210041_08950305_006_02.h5,ATL03_20190526210041_08950305_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,604.62,11861MB,3612320KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266621770/processed_ATL03_20190523075828_08410303_006_02.h5,ATL03_20190523075828_08410303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,643.99,12372MB,3717307KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266621807/processed_ATL03_20190527075008_09020303_006_02.h5,ATL03_20190527075008_09020303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,544.45,11078MB,3451867KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266627326/processed_ATL03_20190521213440_08190305_006_02.h5,ATL03_20190521213440_08190305_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,366.22,8761MB,2976587KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266628852/processed_ATL03_20190519222559_07890305_006_02.h5,ATL03_20190519222559_07890305_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,529.12,10879MB,3410987KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266631061/processed_ATL03_20190513090630_06890303_006_02.h5,ATL03_20190513090630_06890303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,360.85,8692MB,2962267KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266633695/processed_ATL03_20190522210900_08340305_006_02.h5,ATL03_20190522210900_08340305_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,758.66,13863MB,4023094KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266637083/processed_ATL03_20190520091526_07960303_006_02.h5,ATL03_20190520091526_07960303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,135.98,5768MB,2362614KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266639697/processed_ATL03_20190521084947_08110303_006_02.h5,ATL03_20190521084947_08110303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,546.73,11108MB,3457947KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266639703/processed_ATL03_20190501221623_05140305_006_02.h5,ATL03_20190501221623_05140305_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,377.26,8905MB,3006027KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266641842/processed_ATL03_20190517214301_07580305_006_02.h5,ATL03_20190517214301_07580305_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,408.83,9315MB,3090214KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266645383/processed_ATL03_20190518083229_07650303_006_02.h5,ATL03_20190518083229_07650303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,533.93,10942MB,3423814KB
