,granule,geojson,description,geojson_full,fn,hold_reason,is_memory
34,ATL03_20210227105255_09991012_006_01.h5,geojsons/simplified_ANT_1000_West_Ep-F.geojson,AIS_2020-21_1000_West_Ep-F,geojsons/ANT_1000_West_Ep-F.geojson,logs/job_AIS_2020-21_1000_West_Ep-F-2274115_ATL03_20210227105255_09991012_006_01.h5-34.log,The job restarted too many times,False
35,ATL03_20190506200257_05890304_006_02.h5,geojsons/simplified_GRE_2000_NE.geojson,GrIS_2019_2000_NE,geojsons/GRE_2000_NE.geojson,logs/job_GrIS_2019_2000_NE-2274115_ATL03_20190506200257_05890304_006_02.h5-35.log,The job restarted too many times,False
36,ATL03_20210505203321_06421103_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2021_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2021_2000_NO-2274115_ATL03_20210505203321_06421103_006_01.h5-36.log,The job restarted too many times,False
37,ATL03_20220504031254_06421503_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2022_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2022_2000_NO-2274115_ATL03_20220504031254_06421503_006_01.h5-37.log,The job restarted too many times,False
38,ATL03_20220511191525_07591505_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2022_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2022_2000_NO-2274115_ATL03_20220511191525_07591505_006_01.h5-38.log,The job restarted too many times,False
39,ATL03_20220929201025_01391704_006_01.h5,geojsons/simplified_GRE_2000_NE.geojson,GrIS_2022_2000_NE,geojsons/GRE_2000_NE.geojson,logs/job_GrIS_2022_2000_NE-2274115_ATL03_20220929201025_01391704_006_01.h5-39.log,The job restarted too many times,False
40,ATL03_20200504024205_05890704_006_01.h5,geojsons/simplified_GRE_2000_NE.geojson,GrIS_2020_2000_NE,geojsons/GRE_2000_NE.geojson,logs/job_GrIS_2020_2000_NE-2274115_ATL03_20200504024205_05890704_006_01.h5-40.log,The job restarted too many times,False
41,ATL03_20230504231958_06811905_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2023_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2023_2000_NO-2274115_ATL03_20230504231958_06811905_006_01.h5-41.log,The job restarted too many times,False
42,ATL03_20190502215043_05290305_006_02.h5,geojsons/simplified_GRE_2000_CW.geojson,GrIS_2019_2000_CW,geojsons/GRE_2000_CW.geojson,logs/job_GrIS_2019_2000_CW-2274115_ATL03_20190502215043_05290305_006_02.h5-42.log,The job restarted too many times,False
43,ATL03_20211128174703_10271311_006_01.h5,geojsons/simplified_ANT_1000_West_Ep-F.geojson,AIS_2021_1000_West_Ep-F,geojsons/ANT_1000_West_Ep-F.geojson,logs/job_AIS_2021_1000_West_Ep-F-2274115_ATL03_20211128174703_10271311_006_01.h5-43.log,The job restarted too many times,False
